ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0071396	cellular response to lipid	478	0.435902723381636	2.04529655705704	1e-10	1.26173913043478e-09	6.91075514874142e-10	2827	tags=31%, list=17%, signal=27%	IL6/CXCL2/HAMP/CXCL3/IL10/IL1B/CXCL1/PPBP/NR4A3/FFAR2/PF4/SERPINE1/NCF1/TRIB1/GJB2/SCIMP/TNFAIP3/LY96/HCK/CD6/CXCL6/TLR2/CD14/IL18/FOS/CSF3/CCL2/IL24/ZFP36/NLRP3/EDNRB/PCK1/CXCL5/MMP2/CARD16/SLC7A5/CCR5/HAVCR2/CASP1/PTAFR/CRHBP/WNT5A/GNG2/NFKBIA/NFKBIZ/HES1/MAP4K1/PLCG2/CCL5/SPI1/ID3/SYK/ABCA1/MIR21/PTK2B/WNT3/CD80/TNFRSF1B/IL1A/LPAR1/ZC3H12A/SGK1/NR1D1/EFNB2/MAPK14/FBP1/LTF/SNAI2/TLR4/PADI2/PDE4B/CD86/ANKRD1/LYN/PAQR8/PYCARD/INHBB/ARG1/KMO/CXCL8/NKX3-1/LILRA2/FLT3/PID1/PPARGC1B/CD180/POU4F1/AXIN2/PDCD4/GRAMD1A/CCL3/CYP27B1/LILRB2/TSPO/PTPN22/STC1/SPP1/SBNO2/HSPA1B/KIF18A/PF4V1/CX3CR1/SSTR3/ACE/SASH1/NOD2/LILRB1/INSIG2/RAN/PTGER4/PMEPA1/LBH/MYD88/NCOA4/NOS2/ZFP36L1/DNAJA1/ERRFI1/P2RY6/PIM1/GSTP1/TAF7/DDIT4/CD68/IRAK2/TNFSF4/CD274/HSF1/ZFP36L2/IRF8/ESR1/BCL10/LITAF/IRAK1/AKR1C2/VPS11/KLF9/CDK19/DAB2/TFAP4/HNRNPU/MN1/TRIP4/EIF4E/ATP5F1A/PTGDR/SIRT1/WNT9A/PPARA/SIGIRR
BP	GO:0030099	myeloid cell differentiation	342	0.450826020766269	2.04298628208992	1e-10	1.26173913043478e-09	6.91075514874142e-10	2086	tags=25%, list=13%, signal=23%	IL11/MMP9/TNFRSF11B/LEF1/CCR7/TRIM58/CLEC1B/GATA3/PF4/UCP2/TRIB1/FLI1/IKZF1/CCR1/TLR2/FOS/CSF3/ID2/TUBB1/JUNB/KIT/CLEC5A/C1QC/ZFP36/GPR183/CEBPA/TNFAIP6/CD4/INPP5D/NEDD9/EVI2B/NFKBIA/RASGRP4/SOCS1/SPI1/NRROS/IL1RL1/TYROBP/NCKAP1L/PTK2B/LIF/CSF1R/HCLS1/BATF/TGFBR2/CSF3R/ALAS2/KLF2/TSPAN2/MAPK14/LTF/MYB/TLR4/MAFB/LYN/GATA2/PIK3CD/SNX10/UBASH3B/CASP8/PPARGC1B/POU4F1/CCL3/CAMK4/SBNO2/CBFB/HSPA1B/STAT1/GPR68/LILRB1/JMJD6/FBXW7/OSCAR/RASSF2/PIR/MAEA/F2RL1/RACGAP1/SLC9B2/ZFP36L1/LILRB3/SLC25A5/TCIRG1/PTPN6/CD109/DHRS2/DMTN
BP	GO:0042254	ribosome biogenesis	291	0.456896164501723	2.03485185554942	1e-10	1.26173913043478e-09	6.91075514874142e-10	5449	tags=54%, list=34%, signal=37%	PWP2/METTL15P1/GLUL/FBL/RPF2/RRS1/RPP40/TFB2M/IMP3/DDX47/EXOSC3/RPP38/NAF1/DKC1/RRP12/NPM3/NOLC1/GTPBP4/TRMT61B/NOP10/NPM1/EIF4A3/LTV1/WDR3/RAN/METTL18/TFB1M/DDX21/WDR12/RPF1/NOP16/EBNA1BP2/RPL26L1/UTP14C/NIP7/EMG1/NIFK/CUL4B/NAT10/RRP9/MRPL22/UTP3/BRIX1/METTL16/METTL5/BYSL/MRPL20/UTP20/NOL11/LSM6/HEATR1/UTP14A/MRTO4/SUV39H1/RCL1/NGDN/NSUN5/RIOK2/WDR43/PIN4/C1QBP/MRPL44/LTO1/EXOSC9/ABT1/UTP18/MRPS7/WDR36/MPHOSPH10/NOP14/UTP23/UTP6/RPP30/NHP2/DDX3X/RRN3/GTPBP10/NOL8/LAS1L/ABCE1/EXOSC4/EIF6/PIH1D2/DIS3/FASTKD2/GNL2/DCAF13/PA2G4/NOP56/RRP15/DDX31/RPS5/EXOSC8/UTP15/PWP1/SHQ1/RBFA/MPHOSPH6/MALSU1/NMD3/EIF2A/SBDS/DDX18/EXOSC2/SRFBP1/MTERF3/PES1/IMP4/NOL10/RPS27L/WDR75/XRCC5/EXOSC7/NSA2/YBEY/MTERF4/SPATA5L1/UTP11/C1D/UTP4/FTSJ3/ZNF622/POP4/TMA16/MRM3/DIMT1/UTP25/ERAL1/XRN2/DDX28/EXOSC1/DDX56/ISG20/MYBBP1A/SPATA5/RPUSD2/MAK16/EXOSC5/RRP7A/RPL27/DDX49/RPS7/SNU13/NUP88/RRP7BP/RPL7L1/TRMT112/RSL24D1/NOB1/RPL23A/URB1/EXOSC10/URB2/MRM2/RPS14/RPSA/PIH1D1/CINP
BP	GO:0040017	positive regulation of locomotion	475	0.428406702986147	2.00747538205062	1e-10	1.26173913043478e-09	6.91075514874142e-10	1622	tags=23%, list=10%, signal=21%	IL6/MMP9/CASS4/IL1B/CCL20/CCR2/CCL24/LEF1/CCR7/NR4A3/ACKR3/GATA3/FPR2/SERPINE1/CCR1/CLEC7A/DOCK8/CXCR4/C3AR1/CCR4/PTGS2/KIT/PLAU/PTPRC/RIPOR2/MMP2/TNFSF14/HBEGF/PIK3CG/TNFAIP6/INSM1/CDH13/CORO1A/VIL1/PTAFR/NEDD9/CXCR2/RAC2/WNT5A/AIF1/GPSM3/FGR/RARRES2/C5AR1/PLCG2/SEMA4A/CCL5/SPI1/MIR21/NCKAP1L/PTK2B/SNAI1/CSF1R/LGALS3/IL1A/LPAR1/TGFBR2/ZC3H12A/CTSH/ADAMTS1/IL16/ZP3/SLC8A1/SNAI2/ANXA3/TLR4/SOD2/FGF10/S1PR1/TGFB2/SPRY2/CCL7/SPHK1/HAS2/LYN/GPNMB/CD40/PYCARD/MET/FGF9/ADAM8/CXCL8/SUN2/GATA2/FUT4/PIK3CD/EPHA1/F3/FERMT3/PLP1/ARHGEF39/ENPP2/CCL3/ITGA4/VSIR/PDPN/BCL2/ITGAX/LYVE1/PODXL/TIAM1/ICAM1/ADRA2A/SPN/CX3CR1/SLAMF1/KDR/CXCL16/PLVAP/SASH1
BP	GO:2000147	positive regulation of cell motility	463	0.428948418567204	2.00688785537366	1e-10	1.26173913043478e-09	6.91075514874142e-10	1622	tags=23%, list=10%, signal=22%	IL6/MMP9/CASS4/IL1B/CCL20/CCR2/CCL24/LEF1/CCR7/NR4A3/ACKR3/GATA3/FPR2/SERPINE1/CCR1/CLEC7A/DOCK8/CXCR4/C3AR1/PTGS2/KIT/PLAU/PTPRC/RIPOR2/MMP2/TNFSF14/HBEGF/PIK3CG/TNFAIP6/INSM1/CDH13/CORO1A/VIL1/PTAFR/NEDD9/CXCR2/RAC2/WNT5A/AIF1/GPSM3/FGR/RARRES2/C5AR1/PLCG2/SEMA4A/CCL5/SPI1/MIR21/NCKAP1L/PTK2B/SNAI1/CSF1R/LGALS3/IL1A/LPAR1/TGFBR2/ZC3H12A/CTSH/ADAMTS1/ZP3/SLC8A1/SNAI2/ANXA3/TLR4/SOD2/FGF10/S1PR1/TGFB2/SPRY2/CCL7/SPHK1/HAS2/LYN/GPNMB/CD40/PYCARD/MET/FGF9/ADAM8/CXCL8/SUN2/GATA2/FUT4/PIK3CD/EPHA1/F3/FERMT3/PLP1/ARHGEF39/ENPP2/CCL3/ITGA4/VSIR/PDPN/BCL2/ITGAX/LYVE1/PODXL/TIAM1/ICAM1/ADRA2A/SPN/CX3CR1/SLAMF1/KDR/CXCL16/PLVAP/SASH1
CC	GO:0030667	secretory granule membrane	275	0.452663456168527	1.99676160196358	1e-10	1.26173913043478e-09	6.91075514874142e-10	1416	tags=24%, list=9%, signal=22%	CLEC12A/ANPEP/SELL/CLEC4D/SIGLEC5/ADGRG3/FCAR/FPR2/MGAM/CYBB/CXCR1/TLR2/FPR1/CD14/CD93/C3AR1/SCG3/CLEC5A/PLAU/PTPRC/GPR84/CD53/CD300A/MME/LAIR1/PTAFR/CXCR2/ITGB2/VAMP8/C5AR1/OLR1/SIRPB1/TYROBP/NCKAP1L/CD33/ABCA13/FCGR2A/TNFRSF1B/LGALS3/CD44/ITGAL/RAB3D/NFAM1/FCER1G/TBC1D10C/MMP25/ITGAM/FCGR3B/ADGRE3/SLC11A1/ADGRE5/SIGLEC9/ADAM8/FABP5/CR1/CD9/ATP8B4/TRPM2/PTPRJ/IQGAP2/SLC2A3/STOM/LILRB2/CD59/ITGAX
BP	GO:0022613	ribonucleoprotein complex biogenesis	433	0.424878746912158	1.97549324772646	1e-10	1.26173913043478e-09	6.91075514874142e-10	6325	tags=61%, list=39%, signal=38%	PWP2/METTL15P1/GLUL/FBL/RPF2/RRS1/RPP40/SNRPB/TFB2M/IMP3/DDX47/EXOSC3/RPP38/NAF1/DKC1/SNIP1/RRP12/NPM3/NOLC1/GTPBP4/TRMT61B/NOP10/NPM1/EIF4A3/GEMIN2/LTV1/CELF6/WDR3/RAN/PRPF18/METTL18/TFB1M/SNRPE/TGS1/GEMIN6/SNRPG/DDX21/WDR12/RPF1/NOP16/PHF5A/DDX1/EBNA1BP2/RPL26L1/UTP14C/NIP7/EMG1/NIFK/CUL4B/NAT10/RRP9/MRPL22/SRSF12/UTP3/BRIX1/METTL16/SNRPD1/METTL5/BYSL/MRPL20/UTP20/NOL11/RUVBL1/LSM6/SNRPF/HEATR1/UTP14A/MRTO4/SUV39H1/RAMAC/RCL1/NGDN/SNRPC/NSUN5/RIOK2/WDR43/PIN4/C1QBP/MRPL44/LTO1/HSP90AB1/WDR77/EXOSC9/ABT1/MCTS1/UTP18/CELF2/SNRPA1/MRPS7/WDR36/MPHOSPH10/SF3B6/NOP14/EIF3M/TAF9/UTP23/AGO3/UTP6/CLP1/RPP30/SNRPD2/SNRPD3/NHP2/GEMIN7/DDX3X/SRPK3/RRN3/GTPBP10/YTHDC1/NOL8/SF3B5/SMN1/NUFIP1/LAS1L/ABCE1/STRAP/PRMT5/EXOSC4/EIF6/PIH1D2/DIS3/FASTKD2/SRSF5/DHX9/GNL2/DCAF13/SRSF1/PA2G4/NOP56/RRP15/SNRPGP15/DDX31/NUDT21/PRPF8/RPS5/EXOSC8/UTP15/PWP1/SHQ1/EIF2D/RBFA/MPHOSPH6/MALSU1/NMD3/EIF2A/SBDS/DDX18/EXOSC2/SRFBP1/MTERF3/PES1/RUVBL2/IMP4/GEMIN5/NOL10/RPS27L/SF3B1/WDR75/PTGES3/XRCC5/EXOSC7/EIF3D/NSA2/SF3A3/YBEY/USP39/EIF3I/MTERF4/SF3B3/SPATA5L1/UTP11/C1D/UTP4/FTSJ3/ZNF622/POP4/EIF3K/TMA16/MRM3/SNRPB2/SF3B4/ATR/DIMT1/UTP25/ERAL1/XRN2/DDX28/EXOSC1/DDX56/ISG20/MYBBP1A/SPATA5/RPUSD2/MAK16/EXOSC5/RRP7A/TXNL4A/RPL27/DDX49/KHDC4/RPS7/SNU13/NUP88/RRP7BP/RPL7L1/TRMT112/RSL24D1/NOB1/RPL23A/URB1/PRPF39/EXOSC10/URB2/MRM2/EIF3B/RPS14/RPSA/PIH1D1/CINP/PRPF19/EIF3E/PAK1IP1/NCBP1/RPL6/PRPF3/ATM/USP4/NOM1/C1orf109/RPL26/AGO2/PDCD11/MTREX/SDAD1/GEMIN8/RBM5/SDE2/RNASEL/RPL7/DDX27/DHX29/LUC7L2/YJU2/EIF3G/NSUN3/GAR1/ZCCHC4/DICER1/PRMT7/GRWD1/BMS1/WDR74/DDX20/ZNF658/BOP1/MRPS11/RIOX2/CRNKL1/EIF3CL/DDX23/NOC2L/RPL38
BP	GO:0045785	positive regulation of cell adhesion	404	0.421749019435076	1.94482004153517	1e-10	1.26173913043478e-09	6.91075514874142e-10	1885	tags=26%, list=12%, signal=23%	IL6/IL10/CASS4/IL1B/CCR2/HLA-DPB1/LEF1/CCR7/NR4A3/CD3E/TMIGD2/CD27/CD1D/GATA3/LCK/CD6/APBB1IP/HLX/DOCK8/VAV3/IL18/MAP3K8/CCL2/IL2RG/NLRP3/PTPRC/PCK1/TNFSF14/CD4/CDH13/HAVCR2/CORO1A/PTAFR/NEDD9/RUNX3/ITGB2/WNT5A/AIF1/CD28/SASH3/NFKBIZ/HES1/SOCS1/MIP/TESPA1/TGM2/CCL5/RASAL3/SIRPB1/ALOX15/SYK/MIR21/NCKAP1L/PTK2B/LIF/CD80/CD44/IL1A/TGFBR2/CD209/EFNB2/ZP3/PIK3R6/CHST2/IL2RA/TGFB2/COL8A1/CD86/HAS2/LYN/PYCARD/EBI3/ADAM8/CR1/FUT4/EPHA1/EGR3/CD5/PTPRJ/IL12RB1/PIEZO1/ADA/EMILIN2/GLI2/LILRB2/F11R/ITGA4/ACTL6A/PTPN22/VSIR/PDPN/PODXL/CBFB/SLAMF1/KDR/NOD2/LILRB1/HLA-DPA1/FOXP3/SKAP1/DNAJA3/RIN2/CD83/PDGFB
CC	GO:0005743	mitochondrial inner membrane	437	0.413944773528923	1.92604804213932	1e-10	1.26173913043478e-09	6.91075514874142e-10	5802	tags=62%, list=36%, signal=41%	UCP2/LRRK2/FGR/SQOR/SCO2/LGALS3/ALAS2/CYP1A1/MRPS26/LYN/TIMMDC1/CKMT2/MRPL39/NDUFC2-KCTD14/SDHD/GRPEL1/MRPS22/SLC25A37/PLA2G4A/LDHB/SDHB/MRPL3/MRPS18C/HSD3B2/SMIM20/MRPS28/TAMM41/NDUFB8/MTLN/SFXN2/TIMM10/NDUFA7/MRPL55/TIMM23B/CPOX/MRPL21/MRPL9/PMPCB/NDUFA9/MRPL32/PSEN2/NDUFAF2/TMEM70/NDUFA12/BDH1/NDUFS3/MRPS25/SLC25A13/COQ3/NDUFAF1/ATP5MC3/CYP27A1/MRPL35/MRPL40/MRPL24/SLC9B2/SLC25A32/ATP5PD/MAIP1/CYC1/ATP5MC1/SLC25A5/MRPL22/PET100/STOML2/NDUFV2/DAP3/MRPL50/MRPL20/NDUFA8/MRPL33/MRPS23/MRPS31/DMAC1/ATP5MF/SLC25A43/MRPL18/MRPL58/NDUFA11/HCCS/COQ8A/MRS2/NDUFB7/GHITM/COX7A2/SLC25A19/NDUFA4/TMEM126A/NDUFB6/MRPL44/HSPD1/GPD2/MRPL13/ABCB8/MRPL38/MRPS9/COX6A1/MRPL54/MRPS33/TIMM9/NDUFB3/ATP5PO/MRPS7/BCS1L/TIMM8B/ATP5F1A/MRPL47/NDUFC2/NDUFS5/ATP5F1B/MTX2/COX6C/MRPL15/NDUFAB1/TIMM17A/UQCRHL/MRPS12/STMP1/NDUFC1/UQCR11/MRPS15/IMMP2L/COX20/MRPS16/NDUFB11/SDHC/COX5B/TIMM21/COQ10B/NDUFS8/MRPL27/NDUFB9/MRPS18A/CLPX/UQCC2/NDUFA10/MTX1/MRPL11/MRPL1/MRPL14/PTPN1/THEM4/DHODH/COX11/AGK/MRPL46/SCO1/MICU3/NDUFAF5/SLC25A12/UQCRFS1/MRPL51/TIMM23/MRPS17/NDUFB2/HIGD2A/MTFP1/DNAJC19/PGS1/MRPS35/ATP5PB/NDUFA3/PHB2/TIMM50/NDUFS2/CDS2/COA1/ACAD9/MRPL19/MRPL2/MRPL41/UQCR10/TRAP1/ABCB7/UQCRH/IMMP1L/APOOL/MTG1/NDUFA2/NDUFA1/HSPA9/MRPL52/GRPEL2/MRPS34/NDUFB4/NDUFS4/NDUFB5/MRPL12/CHCHD3/COX6B1/AIFM1/ABCB10/TMEM11/EFHD1/SLC25A36/CHCHD1/MGARP/TMEM186/UQCRQ/MRPL48/MCUB/MRPL16/MRPS6/ERAL1/MRPS36/MRPL28/FECH/TIMM13/SLC25A14/NDUFS6/APOO/CPT2/COX8A/SPNS1/GADD45GIP1/MRPS14/MRPL17/COX7A2L/COX7B/OPA1/MRPL42/MRPS21/ROMO1/ETFDH/ALDH18A1/PARL/UQCRC1/COQ9/TMEM223/TIMM8A/TIMM17B/MRPS27/ATP5F1E/MRPL43/FOXRED1/NDUFB10/NDUFA13/MRPL53/MRPL10/NDUFAF3/MRPL57/MRPL34/NDUFAF6/TMEM14C/OMA1/TMEM65/UQCRC2/ALAS1/COX15/MPC1/SLC25A26/MRPS10/LETM2/MRPS30/CNP/MICU1/COQ6/MPV17/SHMT2/PTCD3/ATP5ME/MRPL30/MRPS24/AURKAIP1/PMPCA/OXA1L/COX4I1/ATP23/SLC41A3/COX5A/FPGS
CC	GO:0098552	side of membrane	458	0.408960107994423	1.90953836576044	1e-10	1.26173913043478e-09	6.91075514874142e-10	1914	tags=28%, list=12%, signal=26%	IGLC3/CDH1/ANPEP/SELL/HLA-DPB1/CD3E/CD27/CLEC4D/CD3D/CLEC4E/CD1D/CRLF2/IL2RB/LCK/THBD/HCK/CSF2RB/CCR1/CD14/RGS1/CD69/KIT/IL2RG/PTPRC/TRGV9/TRGC2/BTNL8/SLC7A5/CCR5/CD244/CSF2RA/CD4/CDH13/CD163/CD1C/ITGB2/GNG2/CD28/CLEC10A/LRRK2/GNGT2/FGR/ABCB1/TRGC1/SLAMF6/RASAL3/IL1RL1/ALOX15/SYK/ABCA1/TLR8/ASGR2/FASLG/CD200R1/OTULINL/IL12RB2/CD33/CD80/SPTB/RGS2/TGFBR2/CSF3R/GNA15/CD209/CD200R1L/ITGAL/FCER1G/GM2A/CD3G/IL2RA/TLR4/ITGAM/TNFRSF9/GNAT2/S1PR1/CD79B/CD79A/CD86/CTSK/ADGRE1/CLEC4A/CD34/LYN/FCGR3A/SDC1/CD40/EBI3/CLEC12B/FCER2/CD9/CTLA4/CD5/F3/CD248/IL3RA/IL12RB1/SLAMF7/ADA/GRAMD1A/ITGA4/CD59/BCAP31/FCGR1A/PTPN22/CD2/ITGAX/ENG/IGLC2/TIAM1/BORCS5/FAS/CD302/CD163L1/SPN/SLAMF1/KDR/ACE/LILRB1/RPS26/LCT/HLA-F/HLA-DPA1/GNG5/BDH1/NRCAM/TNFRSF4/GHR/CD83/RACGAP1/FCGR2B
CC	GO:0019866	organelle inner membrane	489	0.399612511412515	1.88464247079276	1e-10	1.26173913043478e-09	6.91075514874142e-10	5802	tags=60%, list=36%, signal=40%	UCP2/PTGS2/LRRK2/FGR/FAM209A/SQOR/P2RX6/SCO2/LGALS3/ALAS2/CYP1A1/MRPS26/LYN/TIMMDC1/CKMT2/MRPL39/NDUFC2-KCTD14/SDHD/TMEM120A/SUN2/GRPEL1/MRPS22/SLC25A37/PLA2G4A/LDHB/SDHB/MRPL3/RNF13/MRPS18C/HSD3B2/SMIM20/MRPS28/TAMM41/NDUFB8/MTLN/SFXN2/TIMM10/NDUFA7/MRPL55/TIMM23B/CPOX/MRPL21/MRPL9/PMPCB/NDUFA9/MRPL32/PSEN2/NDUFAF2/TMEM70/NDUFA12/BDH1/NDUFS3/MRPS25/SLC25A13/COQ3/NDUFAF1/ATP5MC3/CYP27A1/MRPL35/MRPL40/MRPL24/SLC9B2/SLC25A32/ATP5PD/MAIP1/CYC1/ATP5MC1/SLC25A5/MRPL22/UNC50/PET100/STOML2/NDUFV2/DAP3/MRPL50/MRPL20/LRPPRC/NDUFA8/MRPL33/MRPS23/SPAG4/MRPS31/DMAC1/ATP5MF/SLC25A43/MRPL18/MRPL58/NDUFA11/HCCS/COQ8A/CBX3/MRS2/NDUFB7/GHITM/COX7A2/SLC25A19/NDUFA4/TMEM126A/NDUFB6/MRPL44/HSPD1/GPD2/MRPL13/ABCB8/MRPL38/MRPS9/COX6A1/MRPL54/MRPS33/TIMM9/NDUFB3/ATP5PO/MRPS7/BCS1L/TIMM8B/ATP5F1A/MRPL47/NDUFC2/NDUFS5/ATP5F1B/MTX2/COX6C/MRPL15/SIRT1/NDUFAB1/TIMM17A/UQCRHL/MRPS12/STMP1/NDUFC1/UQCR11/MRPS15/IMMP2L/COX20/MRPS16/NDUFB11/SDHC/COX5B/TIMM21/COQ10B/NDUFS8/MRPL27/NDUFB9/MRPS18A/CLPX/ZMPSTE24/TRA2B/UQCC2/ATP11B/NDUFA10/MTX1/MRPL11/MRPL1/MRPL14/PTPN1/THEM4/DHODH/COX11/AGK/MRPL46/SCO1/MICU3/NDUFAF5/SLC25A12/UQCRFS1/MRPL51/TIMM23/MRPS17/NDUFB2/HIGD2A/MTFP1/DNAJC19/PGS1/MRPS35/ATP5PB/NDUFA3/PHB2/TIMM50/NDUFS2/CDS2/COA1/ACAD9/MRPL19/MRPL2/MRPL41/UQCR10/IFFO1/TRAP1/ABCB7/UQCRH/IMMP1L/APOOL/MTG1/NDUFA2/NDUFA1/HSPA9/MRPL52/TMEM43/GRPEL2/MRPS34/NDUFB4/NDUFS4/NDUFB5/MRPL12/CHCHD3/COX6B1/AIFM1/ABCB10/TMEM11/EFHD1/SLC25A36/CHCHD1/MGARP/TMEM186/UQCRQ/MRPL48/MCUB/MRPL16/MRPS6/ERAL1/MRPS36/MRPL28/FECH/TIMM13/SLC25A14/NDUFS6/APOO/CPT2/COX8A/P2RX4/SPNS1/GADD45GIP1/MRPS14/TMX4/MRPL17/COX7A2L/COX7B/OPA1/MRPL42/MRPS21/ROMO1/ARL6IP6/ETFDH/ALDH18A1/PARL/UQCRC1/COQ9/TMEM223/TIMM8A/NEMP2/TIMM17B/MRPS27/ATP5F1E/MRPL43/FOXRED1/NDUFB10/NDUFA13/MRPL53/MFSD10/MRPL10/NDUFAF3/MRPL57/MRPL34/NDUFAF6/TMEM14C/OMA1/TMEM65/UQCRC2/ALAS1/COX15/MPC1/SLC25A26/MRPS10/LETM2/MRPS30/CNP/MICU1/COQ6/MPV17/SHMT2/PTCD3/ATP5ME/MRPL30/MRPS24/AURKAIP1/PMPCA/SMAD1/OXA1L/COX4I1/ATP23/SLC41A3/COX5A/FPGS
BP	GO:0050777	negative regulation of immune response	154	0.530997861594542	2.20428049382122	1.22949343937302e-10	1.53792670735366e-09	8.42348046031422e-10	2346	tags=34%, list=14%, signal=29%	IL10/CCR2/NLRP6/CD96/TNFAIP3/HCK/HLX/PTPRC/CD300A/VSIG4/TBX21/HAVCR2/INPP5D/FGL2/FGR/SPI1/IL1RL1/ALOX15/SAMSN1/SYK/MIR21/NCKAP1L/LGALS3/ZC3H12A/MAPK14/LYN/SVEP1/KLRD1/A2M/ARG1/SERPINB9/NPY5R/CLEC12B/CR1/GPX1/CTLA4/IRAK3/CD59/TREX1/SLAMF1/NOD2/LILRB1/HLA-F/ARRB2/FOXP3/FCGR2B/PSMA1/PTPN6/RC3H1/HLA-E/TNFSF4/PLK2
BP	GO:0002695	negative regulation of leukocyte activation	161	0.529373612937012	2.20778824717789	1.7502629031076e-10	2.17062519009327e-09	1.18888753202541e-09	1941	tags=38%, list=12%, signal=34%	IL10/CCR2/RASSF5/TNFAIP3/TNFAIP8L2/HLX/ID2/PTPRC/RIPOR2/CD300A/VSIG4/TBX21/PLA2G2A/HAVCR2/INPP5D/RUNX3/FGL2/FGR/SOCS1/CST7/SPI1/BTK/SAMSN1/TYROBP/MERTK/MIR21/NCKAP1L/CD33/CD80/LAPTM5/LGALS3/ZC3H12A/NR1D1/TBC1D10C/MILR1/MNDA/IL2RA/LRRC32/CD86/LYN/CD300LF/GPNMB/NRARP/ARG1/CR1/ADORA2A/CTLA4/TSPAN32/BANK1/LILRB2/PTPN22/VSIR/CBFB/SPN/LILRB1/HLA-F/IRF1/FOXP3/CD200/FCGR2B/TIGIT
BP	GO:0042742	defense response to bacterium	169	0.526899713946099	2.21640667256189	1.97700884408692e-10	2.43105070573739e-09	1.33152691996933e-09	1392	tags=30%, list=9%, signal=28%	IL6/PI3/LCN2/IL10/IL1B/CCL20/IGHA1/JCHAIN/LYZ/PPBP/TREM1/CLEC4D/CLEC4E/TNFSF8/FPR2/SERPINE1/NLRP6/CXCL6/TLR2/IL18/SLPI/PLA2G2A/CD4/MPEG1/HAVCR2/S100A8/IGHM/FGR/NFKBIZ/STAB1/RARRES2/STATH/C5AR1/RNASE6/SYK/LPO/FCER1G/BCL3/LTF/ANXA3/TLR4/SLC11A1/NLRP1/PRB3/PYCARD/ACP5/CARD9/MIAT/EMILIN2/FCGR1A/SLC9A9
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	137	-0.548074100561994	-2.24814349023259	2.48592688770295e-10	3.0171029944997e-09	1.65251750941077e-09	2967	tags=55%, list=18%, signal=45%	FAT1/HMCN2/FAT2/PCDH9/L1CAM/CDH15/CADM4/CDH5/PCDHGB6/DCHS1/PCDHA1/CELSR2/CDH8/PCDHGA10/PCDH10/PTK7/SDK2/DCHS2/CDH12/FAT4/PCDHGA11/PTPRM/NECTIN1/CADM2/CDHR2/PCDHB2/PCDHGA8/PCDHGB5/PCDHGB7/PCDHGB2/CELSR1/ROBO1/PCDHB5/PCDHA5/ESAM/PCDHAC1/PCDHB16/PCDHB14/HMCN1/PCDH17/PCDHA8/CLSTN3/PCDHA7/CNTN6/CDH24/PCDHGB1/CDHR1/CELSR3/PCDHA2/PCDHB10/PCDHGA6/CDH4/PCDHGA3/PCDHAC2/CDH7/PCDHA4/PCDHA6/PCDHGA9/PCDHGA1/CLSTN2/CDH18/NEXN/PCDHGA2/ROBO3/PCDHGA7/PCDHGC5/PCDHGA5/PCDH15/PTPRT/CDH17/PCDHGB4/CNTN2/PCDHGC3/PCDHGA12/PCDHGA4
BP	GO:0032102	negative regulation of response to external stimulus	329	0.432998990068965	1.95144718041664	2.4951920009646e-10	3.0171029944997e-09	1.65251750941077e-09	2097	tags=26%, list=13%, signal=23%	SIGLEC10/HAMP/IL10/SOCS3/NLRP12/GATA3/FPR2/SERPINE1/NLRP6/CD96/TRIB1/THBD/TNFAIP3/HCK/TNFAIP8L2/CCL2/PLAU/ZFP36/NLRP3/PTPRC/SERPINB2/CARD16/IER3/VSIG4/TNFAIP6/C5AR2/CALCRL/HAVCR2/WNT5A/AIF1/FGL2/RNF125/FGR/CST7/SEMA4A/SYK/MIR21/AOAH/CD200R1/WNT3/TNFRSF1B/NR1D1/MAPK14/LTF/IL2RA/PADI2/PTPRO/KLF4/CD34/LYN/KLRD1/MEFV/PBK/A2M/ST6GAL1/ACP5/ARG1/SERPINB9/NPY5R/CLEC12B/CR1/GPX1/ADORA2A/CD9/LILRA2/UBASH3B/ADA/IRAK3/ABAT/PTPN22/SPP1/TREX1/NOD2/LILRB1/PTGER4/HLA-F/ARRB2/FOXP3/F2RL1/CD200/PDGFB/FCGR2B/APOA1/PSMA1/CD109/METRNL/GSTP1
BP	GO:0002819	regulation of adaptive immune response	173	0.515589280521689	2.17816687666998	2.74824052287708e-10	3.29561735429309e-09	1.80506445826202e-09	2591	tags=40%, list=16%, signal=34%	IL6/IL10/IL1B/CCR2/CD1D/GATA3/TNFAIP3/HLX/CLEC7A/IL18/JUNB/TAP2/NLRP3/PTPRC/WAS/TBX21/CD4/HAVCR2/CD1C/CD28/SASH3/NFKBIZ/IL1RL1/ALOX15/BTK/SAMSN1/MIR21/CLC/NCKAP1L/CD80/TNFRSF1B/BATF/ZC3H12A/ZP3/RIPK3/SLC11A1/SVEP1/KLRD1/CD40/PYCARD/ARG1/FCER2/CR1/CARD9/PLA2G4A/IL12RB1/ADA/EXOSC3/C3/FCGR1A/SLAMF1/NOD2/LILRB1/HLA-F/IRF1/FOXP3/SKAP1/IL18R1/FCGR2B/PTPN6/RC3H1/TNFSF13/HLA-E/TNFSF4/CD274/MSH2/BCL6/HSPD1/HLA-B/B2M
