ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05012	Parkinson disease	229	0.375560946005548	1.62909711720096	7.21466442892353e-05	0.000525415779062909	0.000350002027215512	4261	tags=49%, list=26%, signal=37%	TUBB1/TUBA3D/LRRK2/TUBA4A/PSMA5/NDUFC2-KCTD14/SDHD/ADORA2A/UCHL1/CALM2/UBE2L6/SDHB/NDUFB8/NDUFA7/PSMA3/PSMD4/TUBB/TXN/NDUFA9/PSMD6/TUBB6/NDUFA12/NDUFS3/PSMB1/ATP5MC3/ATP5PD/CYC1/ATP5MC1/VDAC2/PSMB3/SLC25A5/PSMD14/PSMA6/PSMD8/PSMA1/PSMC4/PSMC2/NDUFV2/PSMD13/TUBA1C/NDUFA8/DUSP1/MAOA/EIF2S1/NDUFA11/PSMB6/NDUFB7/COX7A2/NDUFA4/NDUFB6/COX6A1/PSMC6/PSMD7/PSMD9/SLC39A13/NDUFB3/ATP5PO/ATP5F1A/UBB/NDUFC2/NDUFS5/ATP5F1B/COX6C/SOD1/CASP3/PSMD12/NDUFAB1/PSMA7/UQCRHL/PSMB4/SLC39A4/NDUFC1/UQCR11/NDUFB11/PSMC1/SDHC/COX5B/PSMB5/PSMB7/NDUFS8/NDUFB9/PSMA4/NDUFA10/PARK7/BAX/TUBA1A/UQCRFS1/PSMD2/GNAI3/SLC18A2/NDUFB2/PSMB2/ATP5PB/NDUFA3/NDUFS2/SLC39A14/VDAC1/PSMA2/UQCR10/PSMD11/TRAP1/PSMC3/UQCRH/TUBA1B/NDUFA2/NDUFA1/ITPR2/NDUFB4/NDUFS4/SLC39A6/NDUFB5/GNAL/COX6B1
hsa03008	Ribosome biogenesis in eukaryotes	75	0.513943019501882	1.88314341536223	7.52344786072786e-05	0.000536245751775283	0.000357216337396261	4847	tags=61%, list=30%, signal=43%	PWP2/FBL/RPP40/IMP3/RPP38/DKC1/POP5/GTPBP4/NOP10/WDR3/RAN/NXT2/UTP14C/EMG1/NAT10/AK6/HEATR1/UTP14A/REXO2/RCL1/RIOK2/WDR43/POP1/SNORD3A/UTP18/NXT1/WDR36/MPHOSPH10/UTP6/RPP30/NHP2/EIF6/GNL3/GNL2/NOP56/UTP15/NMD3/SBDS/IMP4/WDR75/RPP25L/UTP4/POP4/XRN2/SPATA5/RRP7A
hsa04936	Alcoholic liver disease	114	0.436238537030544	1.70675515033157	0.00010417518717175	0.000727055993802841	0.000484323238605506	1730	tags=21%, list=11%, signal=19%	IL6/CXCL2/CXCL3/IL1B/CXCL1/LEF1/LY96/CD14/C3AR1/C1QA/C1QC/NFKBIA/C5AR1/FASLG/MAPK14/MAP2K6/TLR4/CXCL8/C2/CASP8/C3/FAS/ACOX1/MYD88
hsa05340	Primary immunodeficiency	31	0.635028255134112	1.95915194489468	0.000142430172407938	0.000973757301156308	0.000648661580031853	1270	tags=42%, list=8%, signal=39%	CD3E/CD3D/LCK/TAP2/IL2RG/PTPRC/CD8B/BLNK/CD4/BTK/CD79A/CD40/ADA
hsa05152	Tuberculosis	145	0.412289213517599	1.67836080159819	0.000161166565754907	0.00107981599055788	0.000719311830316638	2495	tags=37%, list=15%, signal=31%	IL6/IL10/IL1B/HLA-DPB1/CLEC4E/TLR2/CD14/CLEC7A/IL18/CORO1A/ITGB2/IL10RA/CTSS/TLR1/SYK/FCGR2A/IL1A/CD209/FCER1G/MAPK14/TLR4/ITGAM/FCGR3B/TGFB2/SPHK1/FCGR3A/CR1/CARD9/CALM2/CASP8/IFNGR1/FCGR2C/CYP27B1/C3/FCGR1A/BCL2/ITGAX/STAT1/PLK3/NOD2/HLA-DPA1/MYD88/NOS2/FCGR2B/TCIRG1/BID/CTSD/CIITA/IRAK2/JAK1/BCL10/IRAK1/HSPD1
hsa05014	Amyotrophic lateral sclerosis	318	0.338013678983714	1.51922599658951	0.000170810687678055	0.00112199177200291	0.000747406930603666	5146	tags=50%, list=32%, signal=35%	TUBB1/TUBA3D/CASP1/TNFRSF1B/MAPK14/MAP2K6/TUBA4A/PSMA5/NDUFC2-KCTD14/SDHD/GPX1/NUP210L/SRSF7/SDHB/NUP37/DNALI1/BCL2/NDUFB8/NUP35/NDUFA7/PSMA3/PSMD4/TUBB/NDUFA9/PSMD6/TUBB6/NDUFA12/NDUFS3/CAT/PSMB1/NXT2/ATP5MC3/NOS2/ATP5PD/CYC1/ATP5MC1/PSMB3/PSMD14/PSMA6/PSMD8/BID/PSMA1/PSMC4/PSMC2/NDUFV2/PSMD13/TUBA1C/SRSF3/NDUFA8/EIF2S1/ANXA7/NDUFA11/PSMB6/NDUFB7/COX7A2/NDUFA4/NDUFB6/COX6A1/PSMC6/PSMD7/PSMD9/NDUFB3/NUP107/ATP5PO/NXT1/ATP5F1A/PFN1/MAPK13/NDUFC2/NDUFS5/ATP5F1B/BECN1/COX6C/HNRNPA2B1/PIK3C3/SOD1/CASP3/PSMD12/NDUFAB1/PSMA7/UQCRHL/PSMB4/NUP153/NDUFC1/UQCR11/NDUFB11/PSMC1/NUP93/SDHC/COX5B/PSMB5/PSMB7/NDUFS8/NDUFB9/PSMA4/NDUFA10/BAX/TUBA1A/NUP98/UQCRFS1/PSMD2/ATG101/NDUFB2/TANK/PSMB2/MAP2K3/ATP5PB/NDUFA3/TBK1/NDUFS2/RANBP2/VDAC1/PSMA2/UQCR10/PSMD11/PSMC3/RAE1/UQCRH/TUBA1B/NUP160/NDUFA2/NDUFA1/POM121C/NDUFB4/DNAH7/NDUFS4/NDUFB5/NDC1/COX6B1/TARDBP/TUBB2A/UQCRQ/ITPR3/SMCR8/SQSTM1/NDUFS6/DCTN6/COX8A/ADRM1/RAB1A/NUP58/TUBB2B/COX7A2L/COX7B/NUP54/TUBB4B/ALYREF/HNRNPA1/C9orf72/UQCRC1/DCTN4/TPR/NUP155/NUP88/DNAL1/ATP5F1E/DCTN3/WDR41/NDUFB10/NDUFA13
hsa04666	Fc gamma R-mediated phagocytosis	92	0.469203381898743	1.78180246111278	0.000181552109013804	0.00114754634942687	0.000764429932689701	2653	tags=28%, list=16%, signal=24%	NCF1/HCK/VAV3/PTPRC/WAS/INPP5D/RAC2/PLCG2/SYK/FCGR2A/FCGR3B/PLD2/SPHK1/LYN/FCGR3A/PIK3CD/PLA2G4A/FCGR1A/MAP2K1/FCGR2B/PLPP3/PLPP2/VASP/ARPC5/LIMK2/SCIN
hsa05130	Pathogenic Escherichia coli infection	170	0.389489476029628	1.62330560810173	0.000180870354099286	0.00114754634942687	0.000764429932689701	1730	tags=18%, list=11%, signal=16%	IL6/IL1B/LPAR5/IL18/FOS/TUBB1/NLRP3/TUBA3D/CASP1/NFKBIA/CYTH4/NCKAP1L/FASLG/FCGR2A/HCLS1/LPAR1/MYO1F/MAPK14/TLR4/TUBA4A/MYO5C/PYCARD/CLDN11/CXCL8/CLDN5/CASP8/FAS/TUBB/TUBB6/MYD88
hsa05143	African trypanosomiasis	27	0.66245238024162	1.95726510158087	0.000186791387076908	0.00115879841982897	0.000771925420278841	1933	tags=48%, list=12%, signal=42%	IL6/IL10/IL1B/HBB/IL18/FASLG/HBA2/PLCB2/FAS/ICAM1/MYD88/F2RL1/APOA1
hsa05163	Human cytomegalovirus infection	190	0.377536449589202	1.58820344692814	0.00022320071301199	0.00135949525198212	0.00090561820399123	1806	tags=17%, list=11%, signal=15%	IL6/IL1B/CCR1/CXCR4/CCL2/PTGS2/TAP2/CCR5/CXCR2/RAC2/GNG2/NFKBIA/GNGT2/IL10RA/CDKN2A/CCL5/PTK2B/FASLG/MAPK14/MAP2K6/PLCB2/ATF6B/CXCL8/PIK3CD/CALM2/CASP8/CCL3/FAS/PTGER4/HLA-F/GNG5/MAP2K1
hsa04270	Vascular smooth muscle contraction	104	-0.432507126712432	-1.73568133006082	0.000427062892393593	0.0025547512312831	0.00170182957119251	3312	tags=38%, list=20%, signal=31%	PLA2G5/PLA2G12A/PPP1R12C/GUCY1B1/JMJD7-PLA2G4B/ADRA1D/MYLK4/NPPA/KCNMB4/PLCB3/PPP1R12A/CALD1/PRKACA/ACTA2/CACNA1D/CALML4/EDNRA/KCNMB3/MYH9/ARHGEF12/ADCY5/ADCY6/PLA2G4C/PRKCA/CACNA1C/MYLK3/MYH10/ADM/AVPR1A/PRKG1/ACTG2/PPP1R12B/ADCY1/MYL9/PLA2G4D/CACNA1F/NPR1/MYH11/ADM2/CALML6
hsa04933	AGE-RAGE signaling pathway in diabetic complications	94	0.436337732619877	1.66814175601418	0.000481260828346307	0.00282846276308794	0.00188416058373808	1530	tags=21%, list=9%, signal=19%	IL6/IL1B/SERPINE1/THBD/CYBB/CCL2/MMP2/PLCG2/IL1A/TGFBR2/MAPK14/TGFB2/PLCB2/CXCL8/PIK3CD/EGR1/F3/BCL2/ICAM1/STAT1
hsa05016	Huntington disease	269	0.340334690196292	1.49420395562985	0.000635198479606405	0.0036688188046232	0.00244395785256911	4266	tags=44%, list=26%, signal=33%	TUBB1/TUBA3D/TGM2/SOD2/TUBA4A/PLCB2/PSMA5/NDUFC2-KCTD14/SDHD/GPX1/CASP8/SDHB/DNALI1/NDUFB8/NDUFA7/PSMA3/PSMD4/TUBB/POLR2J2/TAF4B/NDUFA9/PSMD6/TUBB6/NDUFA12/NDUFS3/PSMB1/ATP5MC3/POLR2L/ATP5PD/CYC1/ATP5MC1/VDAC2/PSMB3/SLC25A5/PSMD14/PSMA6/PSMD8/PSMA1/TBPL1/PSMC4/PSMC2/NDUFV2/PSMD13/TUBA1C/NDUFA8/NDUFA11/PSMB6/NDUFB7/POLR2J/COX7A2/NDUFA4/NDUFB6/COX6A1/PSMC6/PSMD7/PSMD9/NDUFB3/ATP5PO/POLR2H/ATP5F1A/NDUFC2/NDUFS5/ATP5F1B/BECN1/COX6C/PIK3C3/SOD1/CASP3/POLR2E/PSMD12/NDUFAB1/PSMA7/UQCRHL/PSMB4/POLR2F/NDUFC1/UQCR11/NDUFB11/PSMC1/SDHC/COX5B/PSMB5/PSMB7/NDUFS8/NDUFB9/PSMA4/NDUFA10/BAX/TFAM/TUBA1A/UQCRFS1/POLR2K/AP2S1/PSMD2/ATG101/NDUFB2/PSMB2/HDAC1/ATP5PB/NDUFA3/NDUFS2/PLCB4/CLTA/VDAC1/PSMA2/UQCR10/PSMD11/POLR2C/PSMC3/UQCRH/TUBA1B/NDUFA2/NDUFA1/NDUFB4/DNAH7/NDUFS4/NDUFB5/COX6B1/POLR2I
hsa05415	Diabetic cardiomyopathy	173	0.372380155354587	1.55409498814766	0.000691012838940704	0.00392354747534128	0.00261364356566332	4196	tags=45%, list=26%, signal=33%	MMP9/REN/NCF1/CYBB/MMP2/NCF4/RAC2/NCF2/SLC2A1/TGFBR2/MAPK14/TGFB2/PLCB2/TNNI3/NDUFC2-KCTD14/SDHD/PIK3CD/SDHB/NDUFB8/NDUFA7/ACE/NDUFA9/NDUFA12/NDUFS3/ATP5MC3/ATP5PD/CYC1/ATP5MC1/VDAC2/SLC25A5/NDUFV2/CTSD/NDUFA8/NDUFA11/NDUFB7/COX7A2/NDUFA4/NDUFB6/AGTR1/COX6A1/NDUFB3/ATP5PO/ATP5F1A/MAPK13/NDUFC2/NDUFS5/ATP5F1B/COX6C/PPARA/NDUFAB1/UQCRHL/NDUFC1/UQCR11/NDUFB11/SDHC/COX5B/PTEN/NDUFS8/NDUFB9/NDUFA10/PPP1CC/CD36/UQCRFS1/NDUFB2/ATP5PB/NDUFA3/NDUFS2/PLCB4/VDAC1/UQCR10/UQCRH/NDUFA2/NDUFA1/NDUFB4/PDK4/NDUFS4/NDUFB5
hsa05414	Dilated cardiomyopathy	70	-0.47299588638002	-1.7812545283474	0.000901798766934058	0.00503504311538182	0.00335405857175474	2418	tags=34%, list=15%, signal=29%	PRKACA/DES/CACNA1D/LAMA2/TGFB3/IGF1/ADCY5/ADCY6/CACNB2/ITGA3/ATP2A1/ITGA9/CACNB4/CACNA1C/CACNB3/RYR2/ACTC1/CACNB1/SLC8A3/ITGB4/ADCY1/CACNG4/CACNA1F/SLC8A2
hsa00982	Drug metabolism - cytochrome P450	34	-0.572597219379148	-1.83017294967702	0.00106018837979588	0.00582234602019047	0.00387851486655264	1351	tags=38%, list=8%, signal=35%	ADH6/GSTT2/GSTA3/GSTA4/GSTA1/GSTM5/CYP2C8/MAOB/CYP2A6/GSTA2/CYP2E1/CYP2D6/CYP2D7
hsa05140	Leishmaniasis	65	0.467352037277757	1.6789717856898	0.00113322588436566	0.00612307534294346	0.00407884359058606	1730	tags=45%, list=11%, signal=40%	IL10/IL1B/HLA-DPB1/NCF1/CYBB/TLR2/FOS/PTGS2/NCF4/ITGB2/NCF2/NFKBIA/FCGR2A/IL1A/MAPK14/TLR4/ITGAM/FCGR3B/TGFB2/FCGR3A/CR1/IFNGR1/FCGR2C/ITGA4/C3/FCGR1A/STAT1/HLA-DPA1/MYD88
hsa04664	Fc epsilon RI signaling pathway	57	0.501300662375656	1.74061637959321	0.00116105704941369	0.00617387478656484	0.00411268328280203	1202	tags=25%, list=7%, signal=23%	VAV3/INPP5D/RAC2/LCP2/ALOX5AP/PLCG2/BTK/SYK/FCER1G/MAPK14/MAP2K6/LYN/PIK3CD/PLA2G4A
hsa01523	Antifolate resistance	26	0.604407595619958	1.78816175900194	0.00119252226285287	0.00624210871962049	0.00415813683757909	3098	tags=31%, list=19%, signal=25%	IL6/IL1B/ATIC/GGH/SLC19A1/FOLR2/GART/ABCC4
hsa00980	Metabolism of xenobiotics by cytochrome P450	40	-0.548167643903859	-1.82340064415855	0.0012886430189655	0.00654083956596123	0.00435713429060104	2225	tags=42%, list=14%, signal=37%	ADH6/HSD11B1L/GSTT2/EPHX1/GSTA3/GSTA4/AKR7A3/CBR3/GSTA1/GSTM5/CYP1B1/CYP2A6/GSTA2/AKR7L/CYP2E1/CYP2D6/CYP2D7
hsa05010	Alzheimer disease	330	0.311575646188353	1.40111768710435	0.00127751264367337	0.00654083956596123	0.00435713429060104	4220	tags=40%, list=26%, signal=30%	IL6/IL1B/CYBB/TUBB1/PTGS2/TUBA3D/MME/DKK1/WNT5A/WNT3/IL1A/TUBA4A/PLCB2/PSMA5/NDUFC2-KCTD14/SDHD/HSD17B10/PIK3CD/CALM2/CASP8/AXIN2/SDHB/NDUFB8/NDUFA7/FAS/PSMA3/PSMD4/TUBB/FZD8/NDUFA9/PSMD6/PSEN2/TUBB6/NDUFA12/NDUFS3/PSMB1/MAP2K1/ATP5MC3/NOS2/ATP5PD/CYC1/ATP5MC1/VDAC2/PSMB3/SLC25A5/PSMD14/PSMA6/PSMD8/BID/PSMA1/PSMC4/PSMC2/NDUFV2/PSMD13/TUBA1C/NDUFA8/EIF2S1/NDUFA11/PSMB6/NDUFB7/COX7A2/NOX4/NDUFA4/NDUFB6/COX6A1/PSMC6/PSMD7/CDK5R1/PSMD9/SLC39A13/NDUFB3/ATP5PO/ATP5F1A/NDUFC2/NDUFS5/ATP5F1B/BECN1/COX6C/WNT9A/PIK3C3/CASP3/PSMD12/NDUFAB1/PSMA7/UQCRHL/PSMB4/SLC39A4/WNT5B/NDUFC1/UQCR11/NDUFB11/PSMC1/SDHC/COX5B/PSMB5/PSMB7/NDUFS8/NDUFB9/PSMA4/NDUFA10/TUBA1A/FRAT1/UQCRFS1/PSMD2/ATG101/NDUFB2/PSENEN/PSMB2/ATP5PB/NDUFA3/NDUFS2/SLC39A14/PLCB4/VDAC1/PSMA2/UQCR10/PSMD11/PSMC3/UQCRH/TUBA1B/NDUFA2/CASP7/NDUFA1/PPID/ITPR2/NDUFB4/NDUFS4/SLC39A6/FRAT2/NDUFB5/IDE
hsa05169	Epstein-Barr virus infection	177	0.352800859923499	1.48132142112698	0.00154918659514965	0.00774593297574825	0.0051598987929572	3107	tags=33%, list=19%, signal=27%	IL6/HLA-DPB1/CD3E/CD3D/TNFAIP3/TLR2/TAP2/BLNK/CD247/RUNX3/NFKBIA/HES1/PLCG2/BTK/SYK/CD44/ITGAL/MAPK14/CD3G/ENTPD3/MAP2K6/LYN/CD40/FCER2/PIK3CD/CASP8/BCL2/FAS/ICAM1/GADD45B/STAT1/PSMD4/PSMD6/HLA-F/HLA-DPA1/MYD88/PSMD14/SAP30/PSMD8/BID/PSMC4/PSMC2/PSMD13/HLA-E/JAK1/OAS2/IRAK1/HLA-B/B2M/PSMC6/PSMD7/MAPK13/CASP3/BAK1/PSMD12/POLK/IRF7/PSMC1/TRAF3
hsa05418	Fluid shear stress and atherosclerosis	127	0.375093108085407	1.49596366694437	0.00188265756891651	0.00927485714098575	0.00617838087632044	1604	tags=20%, list=10%, signal=18%	MMP9/IL1B/NCF1/THBD/FOS/CCL2/MMP2/NQO1/IL1R2/RAC2/NCF2/IL1A/GSTO1/KLF2/MAPK14/MAP2K6/SDC1/CTSL/SDC2/PIK3CD/CALM2/BCL2/ICAM1/KDR/TXN
hsa04740	Olfactory transduction	37	-0.542596753616156	-1.78280285552003	0.0021109870692496	0.010162855036498	0.0067699144312257	2418	tags=41%, list=15%, signal=35%	PRKACA/OR2A42/CALML4/OR2A7/OR2AT4/SLC8A3/PDE1A/PRKG1/PDE1B/CAMK2B/SLC8A2/CNGB1/ANO2/NCALD/CALML6
hsa03040	Spliceosome	129	0.387104103405797	1.54697873361121	0.00212358164941749	0.010162855036498	0.0067699144312257	7006	tags=70%, list=43%, signal=40%	SNRPB/SRSF7/MAGOH/HSPA1B/EIF4A3/PRPF18/SNRPE/SNRPG/PHF5A/SNRPD1/SRSF3/LSM6/SNRPF/SNRPC/RBM8A/RBM22/HNRNPU/SNRPA1/DHX15/HNRNPK/SF3B6/PLRG1/LSM7/SNRPD2/SNRPD3/SF3B5/ISY1-RAB43/PPIH/BCAS2/TRA2B/SRSF5/SRSF1/CTNNBL1/PRPF40A/PRPF8/SNRNP40/HSPA8/HNRNPC/PCBP1/SF3B1/CWC15/SF3A3/MAGOHB/AQR/USP39/SF3B3/SNRPB2/SF3B4/U2AF1L4/CDC5L/LSM3/BUD31/TXNL4A/EFTUD2/THOC3/ALYREF/HNRNPA1/SNU13/PRPF4/DDX5/PRPF38A/HSPA1A/PRPF19/TRA2A/SNW1/NCBP1/PRPF3/LSM5/PPIE/PPIL1/FUS/U2AF1/ZMAT2/NCBP2/CRNKL1/DDX23/U2SURP/HNRNPA3/SNRPA/RBMX/PQBP1/SRSF2/LSM8/CCDC12/WBP11/CDC40/THOC2/DDX42/LSM4/HNRNPM
hsa04610	Complement and coagulation cascades	61	0.468068733763736	1.64941980702348	0.00238039278329965	0.011231430738104	0.0074817386220834	1416	tags=38%, list=9%, signal=35%	SERPINA1/SERPINE1/F13A1/THBD/C3AR1/C1QA/PLAU/C1QC/SERPINB2/VSIG4/ITGB2/CFD/C5AR1/PROCR/ITGAM/A2M/CR1/C2/F3/C1R/C3/CD59/ITGAX
hsa00100	Steroid biosynthesis	18	-0.655714835563308	-1.83573983547831	0.00253700285627815	0.0118041105118497	0.00786322522706094	2793	tags=56%, list=17%, signal=46%	SC5D/SQLE/CYP51A1/FDFT1/MSMO1/CEL/EBP/LSS/DHCR7/TM7SF2
hsa00052	Galactose metabolism	26	0.586748710462232	1.73591730778312	0.00260080379643883	0.0119351955042056	0.00795054657310787	2658	tags=38%, list=16%, signal=32%	MGAM/AKR1B1/HK3/PGM2/GLA/GALK1/LCT/GANC/UGP2/HKDC1
hsa05166	Human T-cell leukemia virus 1 infection	201	0.346088113256299	1.47434310952326	0.00280258682582824	0.0125280423871269	0.00834546735607508	2059	tags=21%, list=13%, signal=18%	IL6/EGR2/HLA-DPB1/CD3E/CD3D/IL2RB/LCK/FOS/ZFP36/IL2RG/IL1R2/CD4/ETS2/ITGB2/NFKBIA/CDKN2A/SPI1/SLC2A1/TGFBR2/ITGAL/CD3G/IL2RA/XIAP/TGFB2/IL15RA/CD40/ATF6B/PIK3CD/EGR1/TSPO/FOSL1/ICAM1/RAN/HLA-F/HLA-DPA1/MAD2L1/MAP2K1/VDAC2/SLC25A5/STAT5A/TBPL1/MAP3K1
hsa05208	Chemical carcinogenesis - reactive oxygen species	196	0.345466899316235	1.46079002949081	0.00280478560905825	0.0125280423871269	0.00834546735607508	4196	tags=41%, list=26%, signal=31%	NCF1/FOS/NQO1/NCF2/NFKBIA/LPO/GSTO1/MAPK14/CYP1A1/SOD2/PLD2/MET/NDUFC2-KCTD14/SDHD/PIK3CD/PTPRJ/SDHB/NDUFB8/NDUFA7/CBR1/NDUFA9/NDUFA12/NDUFS3/CAT/MAP2K1/ATP5MC3/ATP5PD/CYC1/ATP5MC1/VDAC2/SLC25A5/NDUFV2/NDUFA8/NDUFA11/NDUFB7/COX7A2/NOX4/NDUFA4/NDUFB6/AKR1A1/AKR1C2/COX6A1/NDUFB3/ATP5PO/ATP5F1A/MAPK13/NDUFC2/NDUFS5/ATP5F1B/COX6C/SOD1/NDUFAB1/UQCRHL/AKR1C1/NDUFC1/UQCR11/ACP1/NDUFB11/SDHC/COX5B/PTEN/NDUFS8/NDUFB9/HMOX1/NDUFA10/JUN/PTPN1/UQCRFS1/NDUFB2/ATP5PB/NDUFA3/NDUFS2/VDAC1/UQCR10/GRB2/UQCRH/NDUFA2/NDUFA1/NDUFB4/NDUFS4/NDUFB5
hsa03420	Nucleotide excision repair	61	0.463659355537794	1.63388167072446	0.00285988878695112	0.0126060887319556	0.00839745737996727	5307	tags=52%, list=33%, signal=35%	GTF2H2/RFC3/GTF2H2C/POLR2J2/POLR2L/CUL4B/POLE2/CCNH/POLR2J/MNAT1/POLD4/POLR2H/POLR2E/POLR2F/RBX1/PCNA/ERCC1/POLE3/POLE4/POLR2K/POLR2C/RPA3/POLR2I/RPA2/RAD23A/POLR2B/DDB2/RFC4/RPA1/POLD2/XPC/GTF2H3
hsa04724	Glutamatergic synapse	89	-0.415766997491399	-1.62617756828459	0.00329882740950723	0.0143520413270769	0.00956051142604967	3269	tags=39%, list=20%, signal=32%	LZTS3/GNB5/GRM8/HOMER3/DLGAP1/SHANK2/JMJD7-PLA2G4B/HOMER1/PLCB3/PRKACA/GRIA4/CACNA1D/SLC1A1/TRPC1/PPP3R1/GRIK2/ADCY5/GNG4/ADCY6/PLA2G4C/PRKCA/GRIK1/DLG4/SHANK1/GRIN2C/CACNA1C/GRM6/GNAO1/GRIK5/CACNA1A/GRIN2D/ADCY1/GRIA1/PLA2G4D/GRIA3
hsa04080	Neuroactive ligand-receptor interaction	173	0.346758010330849	1.44716327711417	0.00366462620765788	0.0157390997380178	0.0104844906345947	1865	tags=28%, list=12%, signal=25%	NTS/UTS2/FPR2/S1PR4/CHRNA9/FPR1/C3AR1/EDNRB/CHRNA5/CALCRL/PTAFR/CYSLTR1/HRH2/FPR3/C5AR1/P2RY8/NPY2R/P2RX6/LPAR1/P2RY10/P2RY13/GRIN3B/NPY1R/S1PR1/GABRG1/ADRB1/GABRB2/GABRA5/P2RY2/GZMA/NPY5R/PTGIR/LTB4R/ADORA2A/VIPR1/SCTR/C3/TSPO/CHRM2/ADRA2A/OXT/SSTR3/PTGER4/LYPD6B/OXTR/F2RL1/GHR/ADRB2
hsa04974	Protein digestion and absorption	81	-0.417812167242806	-1.60409236345576	0.00434559643564065	0.0184275291891091	0.0122753690120695	2252	tags=35%, list=14%, signal=30%	COL17A1/SLC1A1/COL4A5/COL16A1/COL11A1/COL14A1/COL6A1/COL5A1/COL10A1/ACE2/COL11A2/SLC9A3/COL25A1/SLC8A3/SLC3A1/COL1A2/COL27A1/COL7A1/CTRL/KCNK5/CTRB2/COL1A1/COL13A1/COL3A1/COL6A2/SLC8A2/COL28A1/COL2A1
hsa04145	Phagosome	130	0.371500970739631	1.48976601333403	0.00463774902632613	0.0194205740477407	0.0129368788629097	1748	tags=29%, list=11%, signal=26%	MARCO/HLA-DPB1/FCAR/NCF1/CYBB/TLR2/CD14/CLEC7A/TUBB1/TAP2/TUBA3D/NCF4/CORO1A/ITGB2/NCF2/OLR1/CTSS/FCGR2A/CD209/TLR4/ITGAM/FCGR3B/TUBA4A/FCGR3A/CTSL/M6PR/C1R/ATP6V1F/FCGR2C/C3/FCGR1A/RILP/TUBB/MSR1/HLA-F/HLA-DPA1/TUBB6/ATP6V1C1
hsa04814	Motor proteins	151	-0.350516171992803	-1.45985745411808	0.00618619159416936	0.0255848664697128	0.0170431789209084	2578	tags=26%, list=16%, signal=22%	KIF1B/KIF3A/HOOK3/MYO5B/DNAH6/MYO18A/ACTA2/MYH7B/MYO15B/MYH3/DNAH2/MYH9/KIF3C/TNNT1/MYO1H/DNAH12/DNAH9/TUBA8/MYO1D/KIF18B/TUBB3/MYH10/ACTC1/MYO7B/KIF26A/KIF2C/MYO6/ACTG2/KIF6/MYO7A/MYL9/MYO15A/MYO18B/TNNC2/KIF5A/KIF1A/MYH15/MYH11/DNAH11
hsa04720	Long-term potentiation	57	-0.447426152076229	-1.60888848270063	0.00659368056054677	0.0269375974119899	0.0179442911275471	2799	tags=28%, list=17%, signal=23%	RAPGEF3/RPS6KA1/PLCB3/PRKACA/CALML4/PPP3R1/PRKCA/GRIN2C/CACNA1C/PPP1R1A/RPS6KA6/GRIN2D/CAMK2B/ADCY1/GRIA1/CALML6
hsa05416	Viral myocarditis	50	-0.469156229881675	-1.64963155896925	0.00673724603346529	0.0269867177573801	0.0179770123002815	385	tags=14%, list=2%, signal=14%	HLA-C/HLA-G/HLA-DMA/HLA-DRB5/HLA-DQA1/HLA-DRA/HLA-DQB1
hsa04612	Antigen processing and presentation	54	-0.459470434458126	-1.62850913375268	0.006766818780955	0.0269867177573801	0.0179770123002815	385	tags=13%, list=2%, signal=13%	HLA-C/HLA-G/HLA-DMA/HLA-DRB5/HLA-DQA1/HLA-DRA/HLA-DQB1
hsa04911	Insulin secretion	62	-0.427670520510841	-1.55954168553114	0.0073021336631622	0.0287789973783452	0.0191709267689212	2662	tags=35%, list=16%, signal=30%	TRPM4/GCK/RAPGEF4/KCNMB4/PLCB3/PRKACA/CACNA1D/KCNMB3/ADCY5/ADCY6/PRKCA/SNAP25/CACNA1C/RYR2/PCLO/RAB3A/KCNN2/CAMK2B/KCNN1/ADCY1/CACNA1F/RIMS2
hsa05310	Asthma	13	-0.682574653387043	-1.76158861402267	0.00758411124114724	0.0295427589044689	0.019679701139819	114	tags=38%, list=1%, signal=38%	HLA-DMA/HLA-DRB5/HLA-DQA1/HLA-DRA/HLA-DQB1
hsa04072	Phospholipase D signaling pathway	126	0.355206418903237	1.41421487912971	0.00859402324526091	0.0330919285880736	0.0220439555716311	1272	tags=17%, list=8%, signal=16%	LPAR5/CXCR1/KIT/PIK3CG/CXCR2/CYTH4/PLCG2/SYK/PTK2B/SHC4/LPAR1/FCER1G/PIK3R6/PLD2/PIK3R5/SPHK1/AGPAT5/PLCB2/CXCL8/PIK3CD/PLA2G4A/RALB
hsa04659	Th17 cell differentiation	92	0.393278701047736	1.49347806188941	0.0089240663204516	0.0339722979244464	0.0226304074154993	1260	tags=23%, list=8%, signal=21%	IL6/IL1B/HLA-DPB1/CD3E/CD3D/GATA3/IL2RB/LCK/FOS/IL2RG/TBX21/CD4/CD247/NFKBIA/TGFBR2/MAPK14/CD3G/IL2RA/EBI3/IL12RB1/IFNGR1
hsa04730	Long-term depression	52	-0.451510071950064	-1.59320349759613	0.00942540843199905	0.0354776609519065	0.0236331944125819	3075	tags=33%, list=19%, signal=27%	GNAZ/GUCY1B1/JMJD7-PLA2G4B/PLCB3/RYR1/GRID2/IGF1/PLA2G4C/PRKCA/GNAO1/CACNA1A/PRKG1/CRH/NOS1/GRIA1/PLA2G4D/GRIA3
